,PC1,PC2,PC3,PC4,PC5
MGH-CRC-BRAF5-TR548,-5.246907269635941,77.2688967127835,-20.94150407142939,-8.128256924860672,16.90363658068796
MGH-CRC-BRAF6-TR465,-3.6875863526235015,66.72707612877299,-20.590042210371266,-4.513503476404042,7.813849506894528
MGH-NSCLC-L01-TR458,-17.20291554783311,64.8628541351737,-28.460742729860605,10.292645315434848,27.63206939433373
MGH-NSCLC-L03-TR488,20.413912686374353,77.52826223478183,-15.37875573958695,-3.1802468401487825,21.441777361581796
MGH-NSCLC-L07-TR459,-21.027522951822764,75.02155300437595,-22.397479872990974,-10.969367353615318,26.09831659414973
MGH-NSCLC-L11-TR477,59.36738804435356,64.45041406682132,-26.79606670722354,-11.671714570235425,33.07425826536431
MGH-NSCLC-L12-TR478,134.1496379957339,57.118175627473214,-35.164971414629306,-30.7673172987045,36.285048204454
MGH-NSCLC-L18-TR479,-50.83675590025689,87.10970160682285,-13.420398743007715,3.7210322639608306,-14.141027496850676
MGH-NSCLC-L19-TR461,-6.082027218500977,81.64192104776747,-17.133551065086817,-7.975436554638842,14.540279618201216
MGH-NSCLC-L20-TR500,-27.294934248942177,78.28936164458662,-9.884282667681017,4.562108732989122,3.208702808665184
MGH-NSCLC-L22-TR462,66.33465052459509,72.53389373541506,-33.935461787803085,-17.29682414718066,24.373616384283686
MGH-NSCLC-L23-TR524,13.701349535869705,82.10764595769835,-21.287398785415988,-4.747236924074492,15.73282383136765
MGH-NSCLC-L25-TR480,-28.82780005009889,85.65256590345582,-12.87293821054447,-0.3611939135577285,11.067705113111858
MGH-NSCLC-L39-TR519,-70.6002546312453,75.43415768839046,-22.613892243401942,8.801639974168735,-16.484086985919355
MGH-NSCLC-L40-TR520,-104.97516086986454,25.004913959761634,-59.11535369786327,26.8713633944306,44.13307428013847
MGH-NSCLC-L51-TR521,-36.435857436113054,75.6644778482504,-23.64829725703848,-11.927231442771635,-0.5665104037082376
MGH-NSCLC-L58-TR525,-46.65679314092859,78.15252824794116,-19.10834941121866,-2.27077324837494,8.500337744545995
MGH-NSCLC-L59-TR522,-36.32179962563606,54.406601525978296,-38.49781155938731,18.33073162289052,55.853622577664616
MGH-NSCLC-L65-TR523,-79.82509839215402,77.44493166050701,-13.610358102963572,10.671261260381707,-21.31339265005846
